date,item_name,category,day_of_week,is_holiday,days_to_payday,is_long_weekend,precipitation_mm,temp_max_c,weather_severity_alert,department_meeting_flag,leave_rate_percentage,macro_dietary_period,recurring_meatless_day,nonveg_abstention_index,fasting_population_est,special_menu_flag,cost_per_portion,shortage_penalty,target_demand,demand_lag_1,demand_lag_7,rolling_mean_7d,rolling_std_7d
2024-01-17,Chicken Dum Biryani,Non_Veg_Mains,2,0,15,0,6.3,23.71,0,0,0.11,0,0,0.05,0.0,0,70,100,114,0.0,124.0,34.0,58.137767414994535
2024-01-18,Chicken Dum Biryani,Non_Veg_Mains,3,0,14,0,1.29,28.13,0,0,0.14,0,1,0.2,0.0,0,70,100,0,114.0,0.0,32.57142857142857,55.62630415806639
2024-01-19,Chicken Dum Biryani,Non_Veg_Mains,4,0,13,0,6.86,26.17,0,0,0.04,0,0,0.05,0.0,0,70,100,0,0.0,0.0,32.57142857142857,55.62630415806639
2024-01-20,Chicken Dum Biryani,Non_Veg_Mains,5,0,12,0,0.81,27.63,0,0,0.12,0,1,0.3,0.0,0,70,100,0,0.0,0.0,32.57142857142857,55.62630415806639
2024-01-21,Chicken Dum Biryani,Non_Veg_Mains,6,0,11,0,0.84,21.99,0,1,0.07,0,0,0.02,0.0,0,70,100,143,0.0,114.0,32.57142857142857,55.62630415806639
2024-01-22,Chicken Dum Biryani,Non_Veg_Mains,0,0,10,0,3.85,35.88,0,0,0.02,0,0,0.15,0.0,0,70,100,0,143.0,0.0,36.714285714285715,63.25797521713313
2024-01-23,Chicken Dum Biryani,Non_Veg_Mains,1,1,9,0,5.75,24.71,0,0,0.07,0,1,0.25,0.0,1,70,100,0,0.0,0.0,36.714285714285715,63.25797521713313
2024-01-24,Chicken Dum Biryani,Non_Veg_Mains,2,0,8,0,3.57,21.46,0,0,0.15,0,0,0.05,0.0,0,70,100,110,0.0,114.0,36.714285714285715,63.25797521713313
2024-01-25,Chicken Dum Biryani,Non_Veg_Mains,3,0,7,0,3.64,19.49,0,1,0.13,0,1,0.2,0.0,0,70,100,0,110.0,0.0,36.142857142857146,62.456461025337674
2024-01-26,Chicken Dum Biryani,Non_Veg_Mains,4,0,6,0,4.77,29.54,0,1,0.06,0,0,0.05,0.0,0,70,100,0,0.0,0.0,36.142857142857146,62.456461025337674
2024-01-27,Chicken Dum Biryani,Non_Veg_Mains,5,0,5,0,2.35,27.75,0,0,0.02,0,1,0.3,0.0,0,70,100,0,0.0,0.0,36.142857142857146,62.456461025337674
2024-01-28,Chicken Dum Biryani,Non_Veg_Mains,6,0,4,0,0.73,22.08,0,0,0.09,0,0,0.02,0.0,0,70,100,120,0.0,143.0,36.142857142857146,62.456461025337674
2024-01-29,Chicken Dum Biryani,Non_Veg_Mains,0,0,3,0,0.95,21.83,0,0,0.15,0,0,0.15,0.0,0,70,100,0,120.0,0.0,32.857142857142854,56.188458397991816
2024-01-30,Chicken Dum Biryani,Non_Veg_Mains,1,0,2,0,0.86,32.06,0,0,0.06,0,1,0.25,0.0,0,70,100,0,0.0,0.0,32.857142857142854,56.188458397991816
2024-01-31,Chicken Dum Biryani,Non_Veg_Mains,2,0,1,0,4.25,23.06,0,0,0.04,0,0,0.05,0.0,0,70,100,102,0.0,110.0,32.857142857142854,56.188458397991816
2024-02-01,Chicken Dum Biryani,Non_Veg_Mains,3,0,29,0,1.71,20.9,0,0,0.1,0,1,0.2,0.0,0,70,100,0,102.0,0.0,31.714285714285715,54.411133314528826
2024-02-02,Chicken Dum Biryani,Non_Veg_Mains,4,0,28,0,5.82,21.07,0,0,0.1,0,0,0.05,0.0,0,70,100,0,0.0,0.0,31.714285714285715,54.411133314528826
2024-02-03,Chicken Dum Biryani,Non_Veg_Mains,5,0,27,0,3.09,27.65,0,0,0.09,0,1,0.3,0.0,0,70,100,0,0.0,0.0,31.714285714285715,54.411133314528826
2024-02-04,Chicken Dum Biryani,Non_Veg_Mains,6,0,26,0,0.07,23.03,0,1,0.06,0,0,0.02,0.0,0,70,100,153,0.0,120.0,31.714285714285715,54.411133314528826
2024-02-05,Chicken Dum Biryani,Non_Veg_Mains,0,0,25,0,0.59,27.52,0,0,0.12,0,0,0.15,0.0,0,70,100,0,153.0,0.0,36.42857142857143,63.93188339385689
2024-02-06,Chicken Dum Biryani,Non_Veg_Mains,1,0,24,0,1.68,24.19,0,0,0.12,0,1,0.25,0.0,0,70,100,0,0.0,0.0,36.42857142857143,63.93188339385689
2024-02-07,Chicken Dum Biryani,Non_Veg_Mains,2,0,23,0,0.03,26.3,0,1,0.09,0,0,0.05,0.0,0,70,100,129,0.0,102.0,36.42857142857143,63.93188339385689
2024-02-08,Chicken Dum Biryani,Non_Veg_Mains,3,0,22,0,4.19,27.5,0,0,0.08,0,1,0.2,0.0,0,70,100,0,129.0,0.0,40.285714285714285,69.14890764554006
2024-02-09,Chicken Dum Biryani,Non_Veg_Mains,4,0,21,0,0.37,24.41,0,0,0.12,0,0,0.05,0.0,0,70,100,0,0.0,0.0,40.285714285714285,69.14890764554006
2024-02-10,Chicken Dum Biryani,Non_Veg_Mains,5,0,20,0,5.18,23.12,0,0,0.15,0,1,0.3,0.0,0,70,100,0,0.0,0.0,40.285714285714285,69.14890764554006
2024-02-11,Chicken Dum Biryani,Non_Veg_Mains,6,0,19,0,2.45,28.43,0,0,0.08,0,0,0.02,0.0,0,70,100,114,0.0,153.0,40.285714285714285,69.14890764554006
2024-02-12,Chicken Dum Biryani,Non_Veg_Mains,0,0,18,0,2.63,24.56,0,0,0.13,0,0,0.15,0.0,0,70,100,0,114.0,0.0,34.714285714285715,59.44385105771184
2024-02-13,Chicken Dum Biryani,Non_Veg_Mains,1,1,17,0,2.22,30.8,0,0,0.1,0,1,0.25,0.0,1,70,100,0,0.0,0.0,34.714285714285715,59.44385105771184
2024-02-14,Chicken Dum Biryani,Non_Veg_Mains,2,0,16,0,0.63,21.77,0,0,0.07,0,0,0.05,0.0,0,70,100,123,0.0,129.0,34.714285714285715,59.44385105771184
2024-02-15,Chicken Dum Biryani,Non_Veg_Mains,3,0,15,0,0.53,22.69,0,1,0.13,0,1,0.2,0.0,0,70,100,0,123.0,0.0,33.857142857142854,57.880418598545546
2024-02-16,Chicken Dum Biryani,Non_Veg_Mains,4,1,14,1,0.49,18.15,0,1,0.28,0,0,0.05,0.0,1,70,100,0,0.0,0.0,33.857142857142854,57.880418598545546
2024-02-17,Chicken Dum Biryani,Non_Veg_Mains,5,0,13,0,6.0,22.6,0,1,0.15,0,1,0.3,0.0,0,70,100,0,0.0,0.0,33.857142857142854,57.880418598545546
2024-02-18,Chicken Dum Biryani,Non_Veg_Mains,6,1,12,0,2.8,24.43,0,0,0.11,0,0,0.02,0.0,1,70,100,12,0.0,114.0,33.857142857142854,57.880418598545546
2024-02-19,Chicken Dum Biryani,Non_Veg_Mains,0,0,11,0,5.74,25.46,0,0,0.09,0,0,0.15,0.0,0,70,100,0,12.0,0.0,19.285714285714285,45.95183814137829
2024-02-20,Chicken Dum Biryani,Non_Veg_Mains,1,0,10,0,0.04,27.74,0,0,0.1,0,1,0.25,0.0,0,70,100,0,0.0,0.0,19.285714285714285,45.95183814137829
2024-02-21,Chicken Dum Biryani,Non_Veg_Mains,2,0,9,0,4.59,31.51,0,1,0.14,0,0,0.05,0.0,0,70,100,129,0.0,123.0,19.285714285714285,45.95183814137829
2024-02-22,Chicken Dum Biryani,Non_Veg_Mains,3,0,8,0,1.2,19.78,0,0,0.04,0,1,0.2,0.0,0,70,100,0,129.0,0.0,20.142857142857142,48.20936482824532
2024-02-23,Chicken Dum Biryani,Non_Veg_Mains,4,0,7,0,1.93,20.76,0,0,0.04,0,0,0.05,0.0,0,70,100,0,0.0,0.0,20.142857142857142,48.20936482824532
2024-02-24,Chicken Dum Biryani,Non_Veg_Mains,5,0,6,0,1.36,32.86,0,0,0.12,0,1,0.3,0.0,0,70,100,0,0.0,0.0,20.142857142857142,48.20936482824532
2024-02-25,Chicken Dum Biryani,Non_Veg_Mains,6,0,5,0,4.14,22.88,0,0,0.08,0,0,0.02,0.0,0,70,100,118,0.0,12.0,20.142857142857142,48.20936482824532
2024-02-26,Chicken Dum Biryani,Non_Veg_Mains,0,0,4,0,0.87,27.31,0,0,0.09,0,0,0.15,0.0,0,70,100,0,118.0,0.0,35.285714285714285,60.34543419821775
2024-02-27,Chicken Dum Biryani,Non_Veg_Mains,1,0,3,0,1.42,22.41,0,0,0.14,0,1,0.25,0.0,0,70,100,0,0.0,0.0,35.285714285714285,60.34543419821775
2024-02-28,Chicken Dum Biryani,Non_Veg_Mains,2,0,2,0,2.31,30.92,0,0,0.12,0,0,0.05,0.0,0,70,100,117,0.0,129.0,35.285714285714285,60.34543419821775
2024-02-29,Chicken Dum Biryani,Non_Veg_Mains,3,0,1,0,12.92,32.64,0,0,0.05,0,1,0.2,0.0,0,70,100,0,117.0,0.0,33.57142857142857,57.334856015217426
2024-03-01,Chicken Dum Biryani,Non_Veg_Mains,4,0,1,0,6.81,25.19,0,0,0.15,0,0,0.05,0.0,0,70,100,0,0.0,0.0,33.57142857142857,57.334856015217426
2024-03-02,Chicken Dum Biryani,Non_Veg_Mains,5,0,0,0,3.31,28.02,0,1,0.09,0,1,0.3,0.0,0,70,100,0,0.0,0.0,33.57142857142857,57.334856015217426
2024-03-03,Chicken Dum Biryani,Non_Veg_Mains,6,0,29,0,0.83,17.78,0,0,0.1,0,0,0.02,0.0,0,70,100,113,0.0,118.0,33.57142857142857,57.334856015217426
2024-03-04,Chicken Dum Biryani,Non_Veg_Mains,0,0,28,0,0.43,25.19,0,0,0.15,0,0,0.15,0.0,0,70,100,0,113.0,0.0,32.857142857142854,56.12613345976059
2024-03-05,Chicken Dum Biryani,Non_Veg_Mains,1,0,27,0,1.59,30.77,0,0,0.14,0,1,0.25,0.0,0,70,100,0,0.0,0.0,32.857142857142854,56.12613345976059
2024-03-06,Chicken Dum Biryani,Non_Veg_Mains,2,0,26,0,5.53,26.35,0,0,0.04,0,0,0.05,0.0,0,70,100,134,0.0,117.0,32.857142857142854,56.12613345976059
2024-03-07,Chicken Dum Biryani,Non_Veg_Mains,3,0,25,0,6.29,29.8,0,0,0.07,0,1,0.2,0.0,0,70,100,0,134.0,0.0,35.285714285714285,60.565981336374755
2024-03-08,Chicken Dum Biryani,Non_Veg_Mains,4,0,24,0,6.9,31.71,0,0,0.09,0,0,0.05,0.0,0,70,100,0,0.0,0.0,35.285714285714285,60.565981336374755
2024-03-09,Chicken Dum Biryani,Non_Veg_Mains,5,0,23,0,4.74,27.53,0,1,0.12,0,1,0.3,0.0,0,70,100,0,0.0,0.0,35.285714285714285,60.565981336374755
2024-03-10,Chicken Dum Biryani,Non_Veg_Mains,6,0,22,0,2.53,26.92,0,0,0.13,Ramadan,0,0.02,0.15,0,70,100,98,0.0,113.0,35.285714285714285,60.565981336374755
2024-03-11,Chicken Dum Biryani,Non_Veg_Mains,0,0,21,0,3.84,28.48,0,0,0.09,Ramadan,0,0.15,0.15,0,70,100,0,98.0,0.0,33.142857142857146,57.548323379656544
2024-03-12,Chicken Dum Biryani,Non_Veg_Mains,1,0,20,0,8.83,26.12,0,0,0.1,Ramadan,1,0.25,0.15,0,70,100,0,0.0,0.0,33.142857142857146,57.548323379656544
2024-03-13,Chicken Dum Biryani,Non_Veg_Mains,2,0,19,0,0.5,25.9,0,0,0.1,Ramadan,0,0.05,0.15,0,70,100,97,0.0,134.0,33.142857142857146,57.548323379656544
2024-03-14,Chicken Dum Biryani,Non_Veg_Mains,3,0,18,0,1.53,29.38,0,0,0.06,Ramadan,1,0.2,0.15,0,70,100,0,97.0,0.0,27.857142857142858,47.57600435593757
2024-03-15,Chicken Dum Biryani,Non_Veg_Mains,4,0,17,0,1.28,23.66,0,0,0.08,Ramadan,0,0.05,0.15,0,70,100,0,0.0,0.0,27.857142857142858,47.57600435593757
2024-03-16,Chicken Dum Biryani,Non_Veg_Mains,5,0,16,0,1.35,24.78,0,0,0.1,Ramadan,1,0.3,0.15,0,70,100,0,0.0,0.0,27.857142857142858,47.57600435593757
2024-03-17,Chicken Dum Biryani,Non_Veg_Mains,6,0,15,0,6.85,24.9,0,0,0.04,Ramadan,0,0.02,0.15,0,70,100,104,0.0,98.0,27.857142857142858,47.57600435593757
2024-03-18,Chicken Dum Biryani,Non_Veg_Mains,0,0,14,0,1.74,31.02,0,0,0.09,Ramadan,0,0.15,0.15,0,70,100,0,104.0,0.0,28.714285714285715,49.08059455533074
2024-03-19,Chicken Dum Biryani,Non_Veg_Mains,1,0,13,0,0.51,32.01,0,0,0.11,Ramadan,1,0.25,0.15,0,70,100,0,0.0,0.0,28.714285714285715,49.08059455533074
2024-03-20,Chicken Dum Biryani,Non_Veg_Mains,2,0,12,0,0.82,24.04,0,0,0.13,Ramadan,0,0.05,0.15,0,70,100,96,0.0,97.0,28.714285714285715,49.08059455533074
2024-03-21,Chicken Dum Biryani,Non_Veg_Mains,3,0,11,0,6.8,26.3,0,0,0.14,Ramadan,1,0.2,0.15,0,70,100,0,96.0,0.0,28.571428571428573,48.84962348151431
2024-03-22,Chicken Dum Biryani,Non_Veg_Mains,4,0,10,0,0.94,19.37,0,0,0.07,Ramadan,0,0.05,0.15,0,70,100,0,0.0,0.0,28.571428571428573,48.84962348151431
2024-03-23,Chicken Dum Biryani,Non_Veg_Mains,5,0,9,0,0.45,24.85,0,1,0.12,Ramadan,1,0.3,0.15,0,70,100,0,0.0,0.0,28.571428571428573,48.84962348151431
2024-03-24,Chicken Dum Biryani,Non_Veg_Mains,6,0,8,0,0.89,25.68,0,1,0.09,Ramadan,0,0.02,0.15,0,70,100,115,0.0,104.0,28.571428571428573,48.84962348151431
2024-03-25,Chicken Dum Biryani,Non_Veg_Mains,0,0,7,0,2.42,29.12,0,0,0.02,Ramadan,0,0.15,0.15,0,70,100,0,115.0,0.0,30.142857142857142,51.77009616702346
2024-03-26,Chicken Dum Biryani,Non_Veg_Mains,1,0,6,0,7.37,17.64,0,0,0.03,Ramadan,1,0.25,0.15,0,70,100,0,0.0,0.0,30.142857142857142,51.77009616702346
2024-03-27,Chicken Dum Biryani,Non_Veg_Mains,2,0,5,0,1.48,21.98,0,0,0.07,Ramadan,0,0.05,0.15,0,70,100,103,0.0,96.0,30.142857142857142,51.77009616702346
2024-03-28,Chicken Dum Biryani,Non_Veg_Mains,3,0,4,0,0.73,25.74,0,0,0.05,Ramadan,1,0.2,0.15,0,70,100,0,103.0,0.0,31.142857142857142,53.29924505853272
2024-03-29,Chicken Dum Biryani,Non_Veg_Mains,4,0,3,0,4.42,24.86,0,0,0.08,Ramadan,0,0.05,0.15,0,70,100,0,0.0,0.0,31.142857142857142,53.29924505853272
2024-03-30,Chicken Dum Biryani,Non_Veg_Mains,5,0,2,0,2.68,28.89,0,0,0.03,Ramadan,1,0.3,0.15,0,70,100,0,0.0,0.0,31.142857142857142,53.29924505853272
2024-03-31,Chicken Dum Biryani,Non_Veg_Mains,6,0,1,0,3.23,27.44,0,0,0.13,Ramadan,0,0.02,0.15,0,70,100,97,0.0,115.0,31.142857142857142,53.29924505853272
2024-04-01,Chicken Dum Biryani,Non_Veg_Mains,0,0,0,0,0.0,37.45,0,0,0.14,Ramadan,0,0.15,0.15,0,70,100,0,97.0,0.0,28.571428571428573,48.825734822451786
2024-04-02,Chicken Dum Biryani,Non_Veg_Mains,1,0,29,0,0.01,41.0,0,0,0.11,Ramadan,1,0.25,0.15,0,70,100,0,0.0,0.0,28.571428571428573,48.825734822451786
2024-04-03,Chicken Dum Biryani,Non_Veg_Mains,2,0,28,0,0.83,37.3,0,0,0.13,Ramadan,0,0.05,0.15,0,70,100,90,0.0,103.0,28.571428571428573,48.825734822451786
2024-04-04,Chicken Dum Biryani,Non_Veg_Mains,3,0,27,0,0.46,39.11,0,0,0.12,Ramadan,1,0.2,0.15,0,70,100,0,90.0,0.0,26.714285714285715,45.66805698265943
2024-04-05,Chicken Dum Biryani,Non_Veg_Mains,4,0,26,0,0.0,38.16,0,0,0.07,Ramadan,0,0.05,0.15,0,70,100,0,0.0,0.0,26.714285714285715,45.66805698265943
2024-04-06,Chicken Dum Biryani,Non_Veg_Mains,5,0,25,0,5.13,37.75,0,1,0.05,Ramadan,1,0.3,0.15,0,70,100,0,0.0,0.0,26.714285714285715,45.66805698265943
2024-04-07,Chicken Dum Biryani,Non_Veg_Mains,6,0,24,0,0.06,41.11,0,0,0.03,Ramadan,0,0.02,0.15,0,70,100,113,0.0,97.0,26.714285714285715,45.66805698265943
2024-04-08,Chicken Dum Biryani,Non_Veg_Mains,0,0,23,0,2.0,40.41,0,0,0.1,Ramadan,0,0.15,0.15,0,70,100,0,113.0,0.0,29.0,49.969990994595946
2024-04-09,Chicken Dum Biryani,Non_Veg_Mains,1,0,22,0,0.33,41.77,0,0,0.03,Ramadan,1,0.25,0.15,0,70,100,0,0.0,0.0,29.0,49.969990994595946
2024-04-10,Chicken Dum Biryani,Non_Veg_Mains,2,0,21,0,2.1,38.26,0,0,0.09,0,0,0.05,0.0,0,70,100,119,0.0,90.0,29.0,49.969990994595946
2024-04-11,Chicken Dum Biryani,Non_Veg_Mains,3,0,20,0,1.05,41.01,0,0,0.04,0,1,0.2,0.0,0,70,100,0,119.0,0.0,33.142857142857146,56.628698764933
2024-04-12,Chicken Dum Biryani,Non_Veg_Mains,4,0,19,0,2.19,40.38,0,0,0.05,0,0,0.05,0.0,0,70,100,0,0.0,0.0,33.142857142857146,56.628698764933
2024-04-13,Chicken Dum Biryani,Non_Veg_Mains,5,0,18,0,0.59,40.44,0,0,0.1,0,1,0.3,0.0,0,70,100,0,0.0,0.0,33.142857142857146,56.628698764933
2024-04-14,Chicken Dum Biryani,Non_Veg_Mains,6,0,17,0,0.24,40.35,0,0,0.13,0,0,0.02,0.0,0,70,100,110,0.0,113.0,33.142857142857146,56.628698764933
2024-04-15,Chicken Dum Biryani,Non_Veg_Mains,0,0,16,0,1.79,43.76,0,0,0.03,0,0,0.15,0.0,0,70,100,0,110.0,0.0,32.714285714285715,55.93065434301744
2024-04-16,Chicken Dum Biryani,Non_Veg_Mains,1,0,15,0,0.32,41.27,0,1,0.07,0,1,0.25,0.0,0,70,100,0,0.0,0.0,32.714285714285715,55.93065434301744
2024-04-17,Chicken Dum Biryani,Non_Veg_Mains,2,0,14,0,0.45,40.54,0,0,0.12,0,0,0.05,0.0,0,70,100,113,0.0,119.0,32.714285714285715,55.93065434301744
2024-04-18,Chicken Dum Biryani,Non_Veg_Mains,3,0,13,0,4.04,39.82,0,0,0.04,0,1,0.2,0.0,0,70,100,0,113.0,0.0,31.857142857142858,54.41332119811769
2024-04-19,Chicken Dum Biryani,Non_Veg_Mains,4,0,12,0,0.7,37.14,0,0,0.06,0,0,0.05,0.0,0,70,100,0,0.0,0.0,31.857142857142858,54.41332119811769
2024-04-20,Chicken Dum Biryani,Non_Veg_Mains,5,0,11,0,0.75,41.57,0,0,0.03,0,1,0.3,0.0,0,70,100,0,0.0,0.0,31.857142857142858,54.41332119811769
2024-04-21,Chicken Dum Biryani,Non_Veg_Mains,6,0,10,0,1.15,38.25,0,0,0.02,0,0,0.02,0.0,0,70,100,120,0.0,110.0,31.857142857142858,54.41332119811769
2024-04-22,Chicken Dum Biryani,Non_Veg_Mains,0,0,9,0,1.84,42.8,0,0,0.14,0,0,0.15,0.0,0,70,100,0,120.0,0.0,33.285714285714285,56.88208354632791
2024-04-23,Chicken Dum Biryani,Non_Veg_Mains,1,0,8,0,1.85,40.23,0,1,0.08,0,1,0.25,0.0,0,70,100,0,0.0,0.0,33.285714285714285,56.88208354632791
2024-04-24,Chicken Dum Biryani,Non_Veg_Mains,2,0,7,0,0.12,40.41,0,1,0.05,0,0,0.05,0.0,0,70,100,157,0.0,113.0,33.285714285714285,56.88208354632791
2024-04-25,Chicken Dum Biryani,Non_Veg_Mains,3,0,6,0,0.92,40.87,0,0,0.03,0,1,0.2,0.0,0,70,100,0,157.0,0.0,39.57142857142857,68.41992191084198
2024-04-26,Chicken Dum Biryani,Non_Veg_Mains,4,0,5,0,0.24,40.45,0,0,0.11,0,0,0.05,0.0,0,70,100,0,0.0,0.0,39.57142857142857,68.41992191084198
2024-04-27,Chicken Dum Biryani,Non_Veg_Mains,5,0,4,0,0.73,41.77,0,0,0.1,0,1,0.3,0.0,0,70,100,0,0.0,0.0,39.57142857142857,68.41992191084198
2024-04-28,Chicken Dum Biryani,Non_Veg_Mains,6,0,3,0,0.12,39.42,0,0,0.09,0,0,0.02,0.0,0,70,100,111,0.0,120.0,39.57142857142857,68.41992191084198
2024-04-29,Chicken Dum Biryani,Non_Veg_Mains,0,0,2,0,0.03,42.32,0,0,0.05,0,0,0.15,0.0,0,70,100,0,111.0,0.0,38.285714285714285,66.72009763610534
2024-04-30,Chicken Dum Biryani,Non_Veg_Mains,1,0,1,0,0.06,37.22,0,0,0.12,0,1,0.25,0.0,0,70,100,0,0.0,0.0,38.285714285714285,66.72009763610534
2024-05-01,Chicken Dum Biryani,Non_Veg_Mains,2,0,1,0,2.72,39.35,0,0,0.09,0,0,0.05,0.0,0,70,100,117,0.0,157.0,38.285714285714285,66.72009763610534
2024-05-02,Chicken Dum Biryani,Non_Veg_Mains,3,0,0,0,0.0,41.83,0,0,0.09,0,1,0.2,0.0,0,70,100,0,117.0,0.0,32.57142857142857,55.65326328514542
2024-05-03,Chicken Dum Biryani,Non_Veg_Mains,4,0,29,0,1.02,37.92,0,0,0.11,0,0,0.05,0.0,0,70,100,0,0.0,0.0,32.57142857142857,55.65326328514542
2024-05-04,Chicken Dum Biryani,Non_Veg_Mains,5,0,28,0,5.12,44.81,0,1,0.09,0,1,0.3,0.0,0,70,100,0,0.0,0.0,32.57142857142857,55.65326328514542
2024-05-05,Chicken Dum Biryani,Non_Veg_Mains,6,0,27,0,0.93,42.01,0,0,0.09,0,0,0.02,0.0,0,70,100,112,0.0,111.0,32.57142857142857,55.65326328514542
2024-05-06,Chicken Dum Biryani,Non_Veg_Mains,0,0,26,0,1.91,39.4,0,1,0.04,0,0,0.15,0.0,0,70,100,0,112.0,0.0,32.714285714285715,55.888920445571586
2024-05-07,Chicken Dum Biryani,Non_Veg_Mains,1,0,25,0,1.12,36.89,0,0,0.05,0,1,0.25,0.0,0,70,100,0,0.0,0.0,32.714285714285715,55.888920445571586
2024-05-08,Chicken Dum Biryani,Non_Veg_Mains,2,0,24,0,0.29,43.07,0,0,0.08,0,0,0.05,0.0,0,70,100,124,0.0,117.0,32.714285714285715,55.888920445571586
2024-05-09,Chicken Dum Biryani,Non_Veg_Mains,3,0,23,0,1.24,41.13,0,0,0.05,0,1,0.2,0.0,0,70,100,0,124.0,0.0,33.714285714285715,57.68221645566418
2024-05-10,Chicken Dum Biryani,Non_Veg_Mains,4,0,22,0,0.47,38.02,0,1,0.09,0,0,0.05,0.0,0,70,100,0,0.0,0.0,33.714285714285715,57.68221645566418
2024-05-11,Chicken Dum Biryani,Non_Veg_Mains,5,0,21,0,0.03,41.88,0,0,0.04,0,1,0.3,0.0,0,70,100,0,0.0,0.0,33.714285714285715,57.68221645566418
2024-05-12,Chicken Dum Biryani,Non_Veg_Mains,6,0,20,0,0.0,39.85,0,1,0.1,0,0,0.02,0.0,0,70,100,131,0.0,112.0,33.714285714285715,57.68221645566418
2024-05-13,Chicken Dum Biryani,Non_Veg_Mains,0,0,19,0,3.41,43.5,0,0,0.12,0,0,0.15,0.0,0,70,100,0,131.0,0.0,36.42857142857143,62.246438031577746
2024-05-14,Chicken Dum Biryani,Non_Veg_Mains,1,0,18,0,0.71,38.44,0,0,0.13,0,1,0.25,0.0,0,70,100,0,0.0,0.0,36.42857142857143,62.246438031577746
2024-05-15,Chicken Dum Biryani,Non_Veg_Mains,2,0,17,0,0.6,42.92,0,0,0.15,0,0,0.05,0.0,0,70,100,97,0.0,124.0,36.42857142857143,62.246438031577746
2024-05-16,Chicken Dum Biryani,Non_Veg_Mains,3,0,16,0,1.1,41.14,0,0,0.03,0,1,0.2,0.0,0,70,100,0,97.0,0.0,32.57142857142857,56.48556494910048
2024-05-17,Chicken Dum Biryani,Non_Veg_Mains,4,0,15,0,1.84,37.55,0,0,0.13,0,0,0.05,0.0,0,70,100,0,0.0,0.0,32.57142857142857,56.48556494910048
